,BRCA_mean,LUAD_mean,Difference,p_value,neg_log10_p
gene_101,10.808083519841666,10.845683696633833,-0.037600176792166096,0.4446342052592811,0.35199713051703907
gene_102,10.3785295178723,10.421463115345887,-0.042933597473586715,0.30904993690304133,0.5099713407395681
gene_103,10.210777548626133,10.035602711151348,0.1751748374747848,1.750271513222261e-05,4.756894575572148
gene_104,9.793177904923532,9.49659033304617,0.29658757187736207,0.003671892278653409,2.435110068067916
gene_105,5.7988149012141665,6.172589570592412,-0.37377466937824533,0.005618350638444903,2.2503911601878768
gene_106,1.7942649207216066,1.8641164365884113,-0.06985151586680471,0.4095311435427744,0.3877130659317035
gene_107,1.38995684053752,0.813417718606532,0.576539121930988,3.1988453082868864e-12,11.495006761285628
gene_108,0.5328367576524233,0.20091315565258863,0.3319236019998347,1.4805357602390238e-05,4.829581098381457
gene_109,9.357740617203433,9.034177717289431,0.3235628999140019,1.3751774731227408e-10,9.861641250470669
gene_110,9.841955926745833,9.80815103477688,0.03380489196895198,0.6946567509886189,0.15822973925963482
gene_111,2.6341894597254467,1.7564508990246737,0.877738560700773,8.543750343800373e-05,4.0683514506120995
gene_112,10.657813212626268,10.723071065133192,-0.06525785250692451,0.3273848725952446,0.48494139181531726
gene_113,8.746620819540267,8.86590023623078,-0.11927941669051378,0.02741411183660118,1.5620258198411032
gene_114,7.794990996780868,8.432579129110495,-0.6375881323296273,1.5894300514381874e-12,11.798758580012722
gene_115,10.427387562442167,10.329533456655106,0.09785410578706077,0.18877480536016514,0.7240559688472492
gene_116,8.426961281769566,8.630548874231417,-0.20358759246185087,0.0051296881972947884,2.2899090322195166
gene_117,3.9219565789533872,2.734631538162206,1.187325040791181,5.161545140714403e-17,16.287220270148932
gene_118,12.004717086771333,12.197710169401347,-0.19299308263001436,0.09460664607302084,1.0240783535405493
gene_119,9.008288615356866,9.191128881667092,-0.18284026631022599,0.02596268005894313,1.585650478484413
gene_120,9.743070289569031,10.072870732233334,-0.3298004426643022,2.98161241885619e-06,5.5255488113497755
gene_121,9.583291803350834,9.19595777982007,0.38733402353076407,5.286134214388765e-14,13.276861814373348
gene_122,6.881978236057933,7.164775796790994,-0.2827975607330604,0.0002922164289392519,3.534295370889451
gene_123,8.0040685840194,8.20345566991312,-0.19938708589372034,0.007989742267334477,2.097467229907507
gene_124,10.5624321991025,10.605750779748794,-0.04331858064629479,0.3086510386487042,0.5105322572400698
gene_125,10.298042116487734,9.970549867713192,0.32749224877454175,9.871611631125808e-09,8.005611938985144
gene_126,7.882580818701232,8.3945419041939,-0.5119610854926684,0.005396126605909095,2.267917869303569
gene_127,7.4216598055680665,8.077309590949858,-0.6556497853817911,3.911700369127893e-13,12.40763441897085
gene_128,11.006146999494467,10.933159278562835,0.07298772093163208,0.17232434125325247,0.7636533730143893
gene_129,10.207862595550466,9.849348397941348,0.35851419760911796,1.1373481783661821e-10,9.94410656363645
gene_130,10.984500095403133,11.190087338575248,-0.20558724317211485,0.05952289284960617,1.225315969967373
gene_131,5.96114720891243,6.181498193259858,-0.22035098434742828,0.08654097481883195,1.0627782171098488
gene_132,8.799225617586034,7.912218662954964,0.8870069546310697,2.4039920262087433e-07,6.619066977176488
gene_133,2.8574657876024103,6.091325721575602,-3.233859933973192,1.2948942748426584e-47,46.88776568928686
gene_134,3.62361895559917,7.774683996392411,-4.151065040793241,2.9628184479953724e-48,47.52829495987651
gene_135,0.4539782191921633,0.729238497835617,-0.2752602786434537,6.716229590606969e-05,4.172874466162724
gene_136,10.657214924258966,11.135070989084326,-0.47785606482536025,1.876443160639892e-13,12.726664586270516
gene_137,9.220850189820133,9.57678077706156,-0.355930587241426,1.4651816367739616e-12,11.834108533017126
gene_138,8.588007954224368,8.967710234772625,-0.3797022805482566,4.650449963864135e-06,5.332505024019945
gene_139,6.745994464024333,7.4704116096532625,-0.7244171456289292,4.401941271780512e-07,6.356355755856227
gene_140,10.119065119650601,9.991201545254112,0.1278635743964891,0.06475932545246443,1.1886976836030092
gene_141,9.805683479912068,9.937822211194966,-0.13213873128289855,0.1132778432429451,0.9458550283390215
gene_142,11.122367247313568,10.812671409356383,0.30969583795718414,0.0001328774165964763,3.876548824030483
gene_143,8.596683215911433,7.637016837223616,0.9596663786878175,6.299225335118279e-12,11.200712855843161
gene_144,9.016601066222167,9.032674336323334,-0.01607327010116677,0.7918793505459364,0.10134098177355275
gene_145,8.182720997273666,8.100683418881205,0.08203757839246073,0.2542541360235553,0.5947319735572456
gene_146,8.759100031630567,9.634181706821277,-0.8750816751907102,4.135282964335041e-30,29.383494767696753
gene_147,9.8422217709948,9.60430746695007,0.23791430404473068,1.6141326093701596e-07,6.792060788602844
gene_148,2.304899261329687,4.427476181481873,-2.1225769201521856,7.165535222188581e-23,22.14475136488118
gene_149,9.894543863179466,9.89203143822468,0.0025124249547854305,0.9699031567399727,0.013271627169946613
gene_150,10.6341705004437,9.413449202745177,1.220721297698523,3.200564562717497e-17,16.494773407665463
gene_151,8.071225838900167,8.942058410422483,-0.8708325715223157,4.300817179452774e-13,12.366449018185818
gene_152,11.762883386321567,12.104051864039715,-0.3411684777181474,3.89366685595806e-06,5.4096412096748665
gene_153,5.893436040077701,5.56179610931688,0.33163993076082043,0.051195056054082116,1.290771977151172
gene_154,6.201108943126234,7.806022511811845,-1.6049135686856113,7.440069122369748e-21,20.128423029598704
gene_155,10.221279791866133,9.991708168731703,0.22957162313442936,0.00025437710874009475,3.5945219731932956
gene_156,9.159705962532234,9.532986611977305,-0.37328064944507133,2.2953079138364758e-05,4.639159045939309
gene_157,9.9799394832686,9.917702174234538,0.062237309034061994,0.3742843672502797,0.42679831170129084
gene_158,8.8073205854707,8.92791488556369,-0.12059430009298922,0.14580760190898467,0.8362198328009051
gene_159,11.0727258792528,10.97815835443702,0.09456752481577979,0.10221680541469139,0.9904776961889541
gene_160,7.4739758984555,7.980251343944966,-0.5062754454894662,1.3162093999551649e-06,5.880675011929823
gene_161,9.728206774945466,9.82163337404454,-0.09342659909907347,0.13689406595021578,0.8636153771467413
gene_162,9.173040499991233,8.959045015063973,0.21399548492725984,3.224559890566988e-05,4.491529552390397
gene_163,5.40852665336189,5.370315560265319,0.03821109309657089,0.8128822170947628,0.08997237712611254
gene_164,2.071039384859477,1.5622617960877803,0.5087775887716968,0.01024259718129946,1.9895899067888423
gene_165,6.498943472724533,5.774474290050355,0.724469182674178,7.394033518775497e-08,7.13111858500632
gene_166,4.151594124194102,3.8422930435969214,0.309301080597181,0.06865226566728391,1.1633451255712526
gene_167,1.5075007606313067,1.668739470230532,-0.16123870959922537,0.1804906467635663,0.7435452988232518
gene_168,0.13517572807714667,0.2804853000919787,-0.14530957201483202,0.0006148540163017076,3.2112279857538275
gene_169,0.055014123239990005,0.05794508075779433,-0.002930957517804325,0.905518088472824,0.04310286987176629
gene_170,7.201943857169833,7.920362205066809,-0.7184183478969759,1.2627742238960997e-11,10.898674291630897
gene_171,8.2664720235259,8.23800666313837,0.028465360387530225,0.6517392829492299,0.185926101539425
gene_172,2.294076788929543,6.213074402425566,-3.9189976134960234,3.0370967597624204e-56,55.51754137154519
gene_173,0.8747073940084334,0.34174284271312766,0.5329645512953058,1.0490982079824202e-07,6.979183854810776
gene_174,6.466572800124434,5.846271411421986,0.6203013887024476,1.0027786915374526e-05,4.998794903120307
gene_175,8.461987832315566,8.544614434337163,-0.08262660202159644,0.3442797073612599,0.4630885748577769
gene_176,8.968699437590134,9.82943309921156,-0.8607336616214258,5.337262160520676e-17,16.272681464599216
gene_177,4.093539444958856,7.24087434358078,-3.1473348986219234,1.8167545868609806e-48,47.740703734645976
gene_178,11.573782066394333,11.50619102250305,0.06759104389128368,0.1489487792395007,0.8269630518428359
gene_179,12.065458555714766,11.904494129631914,0.16096442608285244,0.005144362217256981,2.288668460103717
gene_180,1.7554056578606165,2.2037192162470993,-0.4483135583864828,0.04523751815142832,1.3445012296242564
gene_181,6.682465446960766,8.103918494570497,-1.421453047609731,4.619698056441024e-29,28.33538640901245
gene_182,9.715572961744433,10.594315314270922,-0.8787423525264888,2.887333257374564e-31,30.53950308675108
gene_183,11.263580063800868,11.147943293521985,0.11563677027888275,0.0380722753872529,1.4193911668263464
gene_184,5.219211753733867,7.44268049250695,-2.223468738773083,6.25780070313428e-59,58.20357827227121
gene_185,0.19420521472413999,0.10423261356213476,0.08997260116200523,0.018672132252208786,1.7288060852382354
gene_186,9.321485399608568,9.605328840737801,-0.28384344112923365,5.07710859887613e-06,5.29438354697786
gene_187,9.014003668060466,8.686889489689644,0.327114178370822,0.00015597694695763115,3.8069395846514156
gene_188,8.3581753748617,8.195288068349718,0.16288730651198158,0.03730983709745334,1.4281766471755084
gene_189,7.740888281088467,6.754625707471844,0.9862625736166235,7.189599747508648e-15,14.14329528656939
gene_190,1.9198027670319167,1.2557516190701277,0.664051147961789,3.313745956195981e-08,7.479680789233303
gene_191,9.0110348162512,9.182120378890353,-0.17108556263915276,0.048285658979913985,1.3161818371718788
gene_192,8.366045252300568,8.727116092298937,-0.3610708399983693,2.036912739146595e-09,8.691027575672814
gene_193,8.584762312430668,9.35805450952624,-0.7732921970955733,5.752613923079976e-23,22.240134771933533
gene_194,10.583022390392335,10.790587573515108,-0.20756518312277272,0.0001497640570928196,3.824592403454006
gene_195,7.504412413766834,7.564052986796807,-0.05964057302997272,0.761503425274209,0.11832813884882847
gene_196,9.2056350377911,8.449060182875106,0.7565748549159927,1.6810966419518105e-19,18.774407319362453
gene_197,1.7990022750583436,4.687093782330136,-2.888091507271792,2.769749512017721e-56,55.55755950547254
gene_198,10.7577202150429,10.835001213512554,-0.07728099846965364,0.0859813613334016,1.0655956830279911
gene_199,10.171498929015334,10.386177905044327,-0.21467897602899377,4.25962223712285e-05,4.370628914420195
gene_200,10.182494947813234,11.012617076408725,-0.830122128595491,1.1477077529277844e-12,11.940168684628615
gene_201,8.188771099233334,8.60998948805936,-0.421218388826027,4.814429464636219e-07,6.3174551716840535
gene_202,8.8545509898522,7.92291982308383,0.9316311667683701,1.0749677190726472e-34,33.96860457727313
gene_203,4.7490869274581735,6.742072377395602,-1.9929854499374287,1.719973200465153e-38,37.76447831994174
gene_204,0.23580900634805335,0.12599974759043972,0.10980925875761363,0.01723913650424393,1.7634844914599066
gene_205,4.642711725966734,5.015502235891703,-0.3727905099249691,0.0001793367979170862,3.7463305888948804
gene_206,3.9389980665357136,4.317679575664255,-0.37868150912854137,0.00020371880092580195,3.6909688887143957
gene_207,1.1102916550377135,1.1333614315390639,-0.023069776501350336,0.8165778155980297,0.08800242296094293
gene_208,1.77680091713364,1.5339566468731347,0.24284427026050537,0.022430526192077794,1.6491605382924062
gene_209,2.4098305919041496,2.6228493526723264,-0.21301876076817683,0.07118915688451975,1.147586150518104
gene_210,1.1531700290669333,0.9369071766735816,0.21626285239335175,0.0044362150224579,2.3529874118457395
gene_211,9.462746881454366,9.611696535355392,-0.14894965390102577,0.18599316136923577,0.7305030237079138
gene_212,8.191377146967033,8.520589828525672,-0.3292126815586389,8.036860640962106e-06,5.094913562266367
gene_213,10.682799880042767,11.06535301009773,-0.38255313005496383,0.0005151085764102226,3.288101219180523
gene_214,11.796930101047767,11.124057003632554,0.6728730974152128,2.1920976991261233e-17,16.659140093779904
gene_215,9.292204730261634,10.891628512363617,-1.599423782101983,2.656443546385815e-43,42.57569940909873
gene_216,8.4097152156599,11.50338304285397,-3.0936678271940696,3.627869053986238e-84,83.44034839695856
gene_217,3.3881226249868734,3.6458247347728787,-0.2577021097860053,0.12752720714995835,0.8943971512725439
gene_218,4.531103804606824,3.1206923916588445,1.4104114129479792,1.0416010480982518e-13,12.98229859177218
gene_219,0.26595598398161,0.19964800243238298,0.06630798154922704,0.23589006619889905,0.6272903477360275
gene_220,0.16250485034736337,0.12841880107921277,0.03408604926815059,0.4099688746355199,0.38724911422456637
gene_221,5.009364395984367,7.683981678508654,-2.674617282524287,5.916737349912555e-51,50.2279177090761
gene_222,0.11039414975182335,0.1000102985179078,0.010383851233915553,0.7132053700533216,0.1467853954802149
gene_223,4.010999287018904,3.141235423664645,0.8697638633542586,9.542428756135259e-09,8.020341073813533
gene_224,9.895895514344167,9.583795802563191,0.3120997117809754,0.008639111556047024,2.0635309179546417
gene_225,9.6071166459507,10.342948224102344,-0.7358315781516431,3.9193390349365244e-24,23.406787167082367
gene_226,7.494979508436835,6.402134259323688,1.0928452491131466,7.698565808526536e-11,10.113590173458268
gene_227,4.1353980724503,2.465989267633043,1.6694088048172575,1.2306429872660439e-13,12.909867918756873
gene_228,12.495138530337801,11.911942851785248,0.5831956785525527,4.324369086255665e-07,6.3640772459667625
gene_229,1.4049699506216533,2.2045552670062056,-0.7995853163845523,7.538356205602573e-08,7.122723344934618
gene_230,16.446800716907667,16.767861644695035,-0.32106092778736794,1.5097509829534098e-09,8.821094678963492
gene_231,1.9026773020232364,1.6220017283830779,0.2806755736401585,0.06492686037462134,1.1875755975114137
gene_232,16.17058750862133,16.07583948030355,0.09474802831778106,0.06765593643666418,1.1696940904400115
gene_233,8.003847525469533,7.790222225331844,0.21362530013768932,0.30514967540661975,0.5154870876742532
gene_234,10.3404600287735,10.13330951676397,0.2071505120095285,0.0006404625180695319,3.1935062814882103
gene_235,0.20717539089192666,0.4257563271413901,-0.21858093624946345,0.10738317187784438,0.969063772018337
gene_236,0.05519986025738333,0.0662476747872908,-0.011047814529907461,0.5380883137417976,0.2691464399040055
gene_237,0.18221973955235335,0.14926993641092196,0.032949803141431394,0.30753294254388447,0.5121083563154258
gene_238,2.66300135473291,1.1551624110906453,1.5078389436422648,1.203594511166847e-09,8.919519801469832
gene_239,0.012530930989889999,0.09786659882925532,-0.08533566783936532,0.00011422928294293507,3.9422225494148546
gene_240,12.463334105484668,11.908806564086525,0.5545275413981425,5.839889387110267e-16,15.233595378747632
gene_241,2.887874038707823,2.4983933916376597,0.3894806470701635,0.0816974877160044,1.0877912982760531
gene_242,0.9827264701992469,1.0117946040123333,-0.029068133813086483,0.7428443771018445,0.12910215965119706
gene_243,13.295045766802668,13.281641414141845,0.013404352660822738,0.8213613367355702,0.08546574418700256
gene_244,10.020147953462267,10.06021047668461,-0.040062523222342605,0.36818619407600417,0.43393250032146874
gene_245,11.378320637398668,11.310586066822694,0.06773457057597376,0.06864247796813865,1.1634070470057367
gene_246,10.172189148621301,10.501171365539077,-0.32898221691777607,2.3901890254346223e-10,9.621567751998722
gene_247,12.671271086107334,12.74871935803759,-0.0774482719302565,0.13385466273849092,0.8733664958530145
gene_248,7.753065764510234,7.189048470654611,0.5640172938556232,1.4719305556223116e-11,10.832112679143535
gene_249,5.0292055254753,5.778150456685887,-0.7489449312105867,1.4519725929622265e-15,14.838041581182486
gene_250,11.995821979496732,12.314958834860994,-0.3191368553642615,8.944415917440654e-09,8.048448014192708
gene_251,7.873911789103931,7.959726115111773,-0.08581432600784211,0.06321430275235153,1.1991846479255905
gene_252,9.270511854641633,8.783181156814397,0.48733069782723604,1.2604439914911144e-20,19.89947644766843
gene_253,8.810006147300234,8.567204916060993,0.24280123123924113,8.421656063162903e-08,7.0746024989547625
gene_254,0.05034129294510001,0.11286763769897872,-0.06252634475387871,0.017957397029248784,1.7457566152055233
gene_255,0.0,0.07404325631218439,-0.07404325631218439,0.006721684790965446,2.1725218573461706
gene_256,10.218632067776767,10.357906263732625,-0.1392741959558581,0.055315653357003725,1.2571519536031055
gene_257,4.44191688365708,4.5096838319851775,-0.0677669483280976,0.697992061094497,0.15614951697921695
gene_258,9.711621080732533,10.024890641856953,-0.31326956112441984,1.1450301519483451e-07,6.941183076946476
gene_259,8.1905360922146,7.999498459534894,0.19103763267970653,0.004657598804684973,2.3318379233615483
gene_260,8.473135043305165,8.165881014970783,0.3072540283343823,3.7823534305652294e-05,4.422237892261828
gene_261,8.7166481431845,9.234395618556453,-0.5177474753719533,4.424005937675152e-10,9.354184298815062
gene_262,9.364957215226132,9.42088279157617,-0.05592557635003814,0.4886938101909353,0.31096316172268795
gene_263,2.8256206869666833,5.224260952211148,-2.398640265244465,3.161188147116793e-30,29.500149655118054
gene_264,6.249189034867933,6.061790356493546,0.18739867837438684,0.03306290719617881,1.4806589619034756
gene_265,6.755543771753734,6.5193589683918445,0.23618480336188963,0.0009813779042832063,3.0081637243823134
gene_266,0.07045839347845,0.04557073604614185,0.024887657432308148,0.48896227439011597,0.31072464733084376
gene_267,0.9679676214843566,0.8509889806259858,0.11697864085837073,0.24800686018469167,0.60553630587076
gene_268,7.286085443913401,6.5718626128950355,0.7142228310183656,3.1361831215147873e-21,20.503598586822577
gene_269,10.431611593425899,10.564906666641132,-0.13329507321523337,0.13854368325094188,0.8584132706164886
gene_270,3.1653553964440833,2.7567628890989857,0.40859250734509756,0.001524987624723282,2.816733680603227
gene_271,10.587579514385334,8.351425428980072,2.2361540854052624,1.1437274214759924e-36,35.941677466324556
gene_272,12.057942893210434,12.035075193976596,0.02286769923383858,0.7743138042242907,0.11108299820127983
gene_273,9.3648000414367,9.635070139196028,-0.27027009775932775,0.0005773482109033321,3.2385621756469294
gene_274,0.13362262271746,0.12066759828721985,0.012955024430240158,0.7626794895737781,0.11765793275734916
gene_275,8.550738963561834,9.01628726430298,-0.46554830074114584,3.348799076657727e-05,4.475110908750524
gene_276,1.1339891341565433,0.899678139852149,0.2343109943043944,0.0005959888330394558,3.2247618774993243
gene_277,1.30910681143752,0.8454785883598015,0.46362822307771845,2.1773874577739715e-06,5.662064283039407
gene_278,2.7334851776053233,1.933497534189163,0.7999876434161604,1.480160093367159e-10,9.829691308993034
gene_279,5.127911904586233,4.0214332040154614,1.1064787005707712,8.600188315824794e-10,9.065492039032229
gene_280,4.3037723344525265,3.5554203770665107,0.7483519573860158,3.9157387871443605e-06,5.4071862870133165
gene_281,6.4123452839301,8.451901619040425,-2.0395563351103254,5.837475291375983e-45,44.23377494468566
